datum,honap,het,nap_sorszam,tranzakcio_id,osszeg,kategoria,user_id,profil,tipus,leiras,forras,ismetlodo,fix_koltseg,bev_kiad_tipus,platform,helyszin,deviza,cimke,celhoz_kotott,likvid,befektetes,megtakaritas,assets
2024-09-18,2024-08,38,2,4_20240918_2109,-1400.0,snack,4,alacsony_jov,impulzus,Deleniti.,manualis,False,False,luxus,bolt,Spar,HUF,napi rutin,,260780,68298,96196,425274
2024-09-18,2024-08,38,2,48_20240918_2789,-2700.0,online rendeles,48,arerzekeny,impulzus,Culpa doloribus inventore.,manualis,False,False,luxus,web,eMAG,HUF,luxus,,842570,58757,69890,971217
2024-09-18,2024-08,38,2,23_20240918_5911,0.0,befektetes_hozam,23,kozeposztaly,befektetes_hozam,befektetes hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",befektetes,322788,94812,302482,720082
2024-09-18,2024-08,38,2,12_20240918_2180,-4700.0,kave,12,kozeposztaly,impulzus,Doloremque deleniti.,manualis,False,False,luxus,bolt,Starbucks,HUF,napi rutin,,-980,180947,208325,388292
2024-09-18,2024-08,38,2,3_20240918_5262,-2200.0,kave,3,alacsony_jov,impulzus,Laboriosam placeat.,demo,False,False,luxus,bolt,Starbucks,HUF,napi rutin,,247130,53669,151677,452476
2024-09-18,2024-08,38,2,9_20240918_9598,-2600.0,kave,9,alacsony_jov,impulzus,Occaecati incidunt sapiente.,import,False,False,luxus,web,Starbucks,HUF,napi rutin,,374170,47516,61336,483022
2024-09-18,2024-08,38,2,32_20240918_6354,-9800.0,ruha,32,kozeposztaly,vagy,Reprehenderit labore.,demo,False,False,luxus,web,Decathlon,HUF,extra,,126410,22090,279406,427906
2024-09-18,2024-08,38,2,42_20240918_8302,-7600.0,etterem,42,magas_jov,vagy,Sunt dignissimos.,import,False,False,luxus,bolt,KFC,HUF,extra,,94750,423307,106108,624165
2024-09-18,2024-08,38,2,32_20240918_8994,-3700.0,apro vasarlas,32,kozeposztaly,impulzus,Dolores accusantium.,import,False,False,luxus,web,piac,HUF,extra,,9110,42590,279406,331106
2024-09-18,2024-08,38,2,9_20240918_2001,0.0,megtakaritas,9,alacsony_jov,megtakaritas,4600Ft -> befektetes,import,True,False,megtakaritas,bolt,OTP,HUF,havi fix,gyerek,397870,47516,61336,506722
2024-09-18,2024-08,38,2,12_20240918_1838,-5800.0,kave,12,kozeposztaly,impulzus,Asperiores iusto.,import,False,False,luxus,web,helyi kavezo,HUF,napi rutin,,38720,180947,208325,427992
2024-09-18,2024-08,38,2,40_20240918_3529,-7500.0,etterem,40,magas_jov,vagy,Totam sequi.,manualis,False,False,luxus,web,McDonald's,HUF,szorakozas,,-79150,418576,512911,852337
2024-09-18,2024-08,38,2,32_20240918_9545,-4400.0,etterem,32,kozeposztaly,vagy,Ducimus assumenda rerum.,demo,False,False,luxus,bolt,helyi etterem,HUF,szorakozas,,145110,22090,279406,446606
2024-09-18,2024-08,38,2,36_20240918_6509,1760.0,megtakaritas_hozam,36,magas_jov,befektetes_hozam,megtakaritas hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",megtakaritas,64523,401285,655585,1121393
2024-09-19,2024-08,38,3,36_20240919_7956,-11100.0,kave,36,magas_jov,impulzus,Quasi aspernatur aperiam.,demo,False,False,luxus,bolt,Costa,HUF,napi rutin,,-504690,440385,655585,591280
2024-09-19,2024-08,38,3,42_20240919_2351,-30900.0,utazas,42,magas_jov,vagy,Soluta.,manualis,False,False,luxus,bolt,Airbnb,HUF,luxus,nyaralas,-182650,423307,106108,346765
2024-09-19,2024-08,38,3,40_20240919_8399,-7900.0,apro vasarlas,40,magas_jov,impulzus,Nobis dolores.,manualis,False,False,luxus,web,piac,HUF,extra,,-578450,516576,574211,512337
2024-09-19,2024-08,38,3,13_20240919_6449,-4500.0,kave,13,kozeposztaly,impulzus,Voluptatem illum.,import,False,False,luxus,bolt,Costa,HUF,napi rutin,,66070,100345,238443,404858
2024-09-19,2024-08,38,3,40_20240919_1795,-7900.0,kave,40,magas_jov,impulzus,Quasi cupiditate nihil cupiditate.,manualis,False,False,luxus,web,helyi kavezo,HUF,napi rutin,,-502450,516576,574211,588337
2024-09-19,2024-08,38,3,28_20240919_9425,-4500.0,mozi,28,kozeposztaly,vagy,Est culpa.,demo,False,False,luxus,bolt,Cinema City,HUF,szorakozas,,64920,137123,299365,501408
2024-09-19,2024-08,38,3,28_20240919_3224,-2800.0,snack,28,kozeposztaly,impulzus,Architecto atque dolores fugiat.,manualis,False,False,luxus,bolt,Lidl,HUF,szukseges,,-36980,171623,299365,434008
2024-09-19,2024-08,38,3,16_20240919_9880,-11100.0,ruha,16,kozeposztaly,vagy,In dolorem culpa.,demo,False,False,luxus,bolt,Zara,HUF,szorakozas,,98480,205819,79093,383392
2024-09-19,2024-08,38,3,40_20240919_4717,-6200.0,etterem,40,magas_jov,vagy,Aliquid laboriosam.,import,False,False,luxus,web,McDonald's,HUF,szorakozas,,-56350,418576,512911,875137
2024-09-19,2024-08,38,3,22_20240919_9665,-5100.0,kave,22,kozeposztaly,impulzus,Odit asperiores accusamus.,manualis,False,False,luxus,web,Starbucks,HUF,napi rutin,,205420,207966,126634,540020
2024-09-19,2024-08,38,3,40_20240919_5003,-6700.0,etterem,40,magas_jov,vagy,Exercitationem possimus debitis.,import,False,False,luxus,web,McDonald's,HUF,extra,,-90950,418576,512911,840537
2024-09-19,2024-08,38,3,3_20240919_8129,-1200.0,snack,3,alacsony_jov,impulzus,Quasi unde.,manualis,False,False,luxus,web,Lidl,HUF,napi rutin,,245930,53669,151677,451276
2024-09-19,2024-08,38,3,40_20240919_4265,-21700.0,ruha,40,magas_jov,vagy,Atque doloremque enim.,demo,False,False,luxus,web,Zara,HUF,extra,,-137850,418576,512911,793637
2024-09-19,2024-08,38,3,40_20240919_5240,-21200.0,ruha,40,magas_jov,vagy,Tempore itaque ipsa.,import,False,False,luxus,bolt,Decathlon,HUF,szorakozas,,-159050,418576,512911,772437
2024-09-19,2024-08,38,3,48_20240919_2738,-600.0,apro vasarlas,48,arerzekeny,impulzus,Quis veniam eligendi.,manualis,False,False,luxus,web,piac,HUF,extra,,849870,58757,69890,978517
2024-09-19,2024-08,38,3,40_20240919_3868,-6600.0,kutyu,40,magas_jov,vagy,Quos hic fuga.,demo,False,False,luxus,bolt,Media Markt,HUF,szorakozas,,-271050,418576,512911,660437
2024-09-19,2024-08,38,3,30_20240919_9008,-2900.0,etterem,30,kozeposztaly,vagy,Occaecati iste facere.,import,False,False,luxus,bolt,KFC,HUF,szorakozas,,200920,123153,267143,591216
2024-09-19,2024-08,38,3,30_20240919_5386,-2200.0,mozi,30,kozeposztaly,vagy,Laudantium quia adipisci.,import,False,False,luxus,web,Art Mozi,HUF,szorakozas,,189020,123153,267143,579316
2024-09-19,2024-08,38,3,13_20240919_9004,-5600.0,kave,13,kozeposztaly,impulzus,Voluptatibus alias voluptatibus.,demo,False,False,luxus,bolt,Starbucks,HUF,napi rutin,,29070,100345,238443,367858
2024-09-19,2024-08,38,3,14_20240919_7231,-3700.0,kave,14,kozeposztaly,impulzus,Ab ipsum.,import,False,False,luxus,web,Costa,HUF,napi rutin,,-55360,137777,207997,290414
2024-09-19,2024-08,38,3,14_20240919_7424,-4400.0,kutyu,14,kozeposztaly,vagy,Iste maiores.,manualis,False,False,luxus,web,Media Markt,HUF,szorakozas,,-25460,117677,207997,300214
2024-09-19,2024-08,38,3,14_20240919_8335,40.0,befektetes_hozam,14,kozeposztaly,befektetes_hozam,befektetes hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",befektetes,212859,117677,207137,537673
2024-09-19,2024-08,38,3,16_20240919_1398,-3900.0,kave,16,kozeposztaly,impulzus,Eos soluta numquam.,import,False,False,luxus,bolt,helyi kavezo,HUF,napi rutin,,22980,225119,79093,327192
2024-09-19,2024-08,38,3,5_20240919_1554,-1500.0,apro vasarlas,5,alacsony_jov,impulzus,Doloremque nihil nisi.,manualis,False,False,luxus,web,piac,HUF,extra,,271410,16789,87083,375282
2024-09-19,2024-08,38,3,21_20240919_9237,-5000.0,kave,21,kozeposztaly,impulzus,Accusantium quae rerum minima.,manualis,False,False,luxus,web,helyi kavezo,HUF,szorakozas,,-8980,173816,147969,312805
2024-09-19,2024-08,38,3,36_20240919_8740,-7500.0,snack,36,magas_jov,impulzus,Eaque expedita voluptas laboriosam.,manualis,False,False,luxus,bolt,Lidl,HUF,szukseges,,-559490,440385,655585,536480
2024-09-19,2024-08,38,3,38_20240919_8644,-9100.0,kave,38,magas_jov,impulzus,Quibusdam.,import,False,False,luxus,web,Costa,HUF,szorakozas,,-220680,391981,346127,517428
2024-09-19,2024-08,38,3,24_20240919_2125,30.0,befektetes_hozam,24,kozeposztaly,befektetes_hozam,befektetes hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",befektetes,406841,125233,328108,860182
2024-09-19,2024-08,38,3,6_20240919_1199,-600.0,online rendeles,6,alacsony_jov,impulzus,Aliquid porro adipisci.,demo,False,False,luxus,bolt,Aliexpress,HUF,extra,,526350,57646,109165,693161
2024-09-19,2024-08,38,3,49_20240919_9580,0.0,megtakaritas,49,arerzekeny,megtakaritas,8500Ft -> megtakaritas,import,True,False,megtakaritas,bolt,K&H,HUF,jovo,lakas,999450,47756,125225,1172431
2024-09-19,2024-08,38,3,26_20240919_2662,-14000.0,ruha,26,kozeposztaly,vagy,Voluptates porro.,manualis,False,False,luxus,bolt,H&M,HUF,extra,,27160,10337,400029,437526
2024-09-19,2024-08,38,3,1_20240919_6770,-1200.0,snack,1,alacsony_jov,impulzus,Vitae fuga.,demo,False,False,luxus,bolt,Spar,HUF,szukseges,,427780,50904,209461,688145
2024-09-19,2024-08,38,3,1_20240919_4625,-500.0,snack,1,alacsony_jov,impulzus,Commodi doloribus.,import,False,False,luxus,bolt,Lidl,HUF,szukseges,,430480,50904,209461,690845
2024-09-19,2024-08,38,3,24_20240919_8493,880.0,megtakaritas_hozam,24,kozeposztaly,befektetes_hozam,megtakaritas hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",megtakaritas,406841,125233,328988,861062
2024-09-19,2024-08,38,3,10_20240919_3798,-1300.0,online rendeles,10,alacsony_jov,impulzus,Facilis.,import,False,False,luxus,bolt,eMAG,HUF,luxus,,435630,31600,139342,606572
2024-09-19,2024-08,38,3,20_20240919_2236,-3000.0,mozi,20,kozeposztaly,vagy,Tempore ad.,import,False,False,luxus,web,Art Mozi,HUF,luxus,,66120,62043,262984,391147
2024-09-19,2024-08,38,3,39_20240919_1348,-3900.0,snack,39,magas_jov,impulzus,Temporibus incidunt ipsam.,import,False,False,luxus,bolt,Lidl,HUF,szukseges,,-767560,423414,899896,555750
2024-09-19,2024-08,38,3,26_20240919_4138,-3800.0,apro vasarlas,26,kozeposztaly,impulzus,Molestias debitis reiciendis.,demo,False,False,luxus,web,helyi bolt,HUF,extra,,-105640,43337,400029,337726
2024-09-19,2024-08,38,3,19_20240919_2224,-4400.0,kave,19,kozeposztaly,impulzus,Voluptates itaque quod.,import,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,82510,58066,414761,555337
2024-09-19,2024-08,38,3,43_20240919_6137,-5800.0,etterem,43,magas_jov,vagy,Saepe ipsum magnam.,demo,False,False,luxus,web,KFC,HUF,extra,,48620,251696,321162,621478
2024-09-19,2024-08,38,3,31_20240919_4589,-6200.0,kave,31,kozeposztaly,impulzus,Illum voluptatibus.,demo,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,3410,109438,309788,422636
2024-09-19,2024-08,38,3,25_20240919_8508,-2900.0,snack,25,kozeposztaly,impulzus,Facilis vel.,import,False,False,luxus,bolt,bolt,HUF,szukseges,,19960,119115,150825,289900
2024-09-19,2024-08,38,3,24_20240919_1586,-6700.0,kave,24,kozeposztaly,impulzus,Quasi inventore.,import,False,False,luxus,bolt,Costa,HUF,napi rutin,,101030,155733,328988,585751
2024-09-19,2024-08,38,3,39_20240919_4160,-22000.0,ruha,39,magas_jov,vagy,Omnis nam accusamus.,import,False,False,luxus,bolt,H&M,HUF,szorakozas,,-451460,325214,899896,773650
2024-09-19,2024-08,38,3,25_20240919_2156,-6000.0,apro vasarlas,25,kozeposztaly,impulzus,Accusantium minima.,import,False,False,luxus,bolt,helyi bolt,HUF,extra,,-18540,119115,150825,251400
2024-09-19,2024-08,38,3,12_20240919_5025,-4900.0,snack,12,kozeposztaly,impulzus,Illum libero.,manualis,False,False,luxus,bolt,bolt,HUF,szukseges,,-39980,180947,208325,349292
2024-09-19,2024-08,38,3,2_20240919_6785,-1200.0,utazas,2,alacsony_jov,vagy,Libero suscipit labore.,import,False,False,luxus,bolt,Airbnb,HUF,luxus,nyaralas,261340,17592,32691,311623
2024-09-19,2024-08,38,3,25_20240919_2021,-3300.0,apro vasarlas,25,kozeposztaly,impulzus,Saepe explicabo magnam fuga.,demo,False,False,luxus,web,helyi bolt,HUF,extra,,-21840,119115,150825,248100
2024-09-19,2024-08,38,3,34_20240919_1792,-3500.0,kave,34,kozeposztaly,impulzus,Distinctio.,manualis,False,False,luxus,web,helyi kavezo,HUF,szorakozas,,239560,128633,128288,496481
2024-09-19,2024-08,38,3,6_20240919_8829,-1300.0,apro vasarlas,6,alacsony_jov,impulzus,Reiciendis.,demo,False,False,luxus,web,helyi bolt,HUF,extra,,528250,57646,109165,695061
2024-09-19,2024-08,38,3,32_20240919_2544,-6000.0,ruha,32,kozeposztaly,vagy,Distinctio atque.,demo,False,False,luxus,bolt,H&M,HUF,extra,,120410,22090,279406,421906
2024-09-19,2024-08,38,3,2_20240919_7099,-1200.0,snack,2,alacsony_jov,impulzus,Laudantium reiciendis deleniti.,manualis,False,False,luxus,web,Lidl,HUF,szukseges,,240340,17592,34891,292823
2024-09-19,2024-08,38,3,25_20240919_1073,-6500.0,ruha,25,kozeposztaly,vagy,Repudiandae omnis sunt.,import,False,False,luxus,bolt,Decathlon,HUF,extra,,109460,119115,119225,347800
2024-09-19,2024-08,38,3,38_20240919_7112,0.0,megtakaritas,38,magas_jov,megtakaritas,82100Ft -> befektetes,manualis,True,False,megtakaritas,bolt,OTP,HUF,jovo,lakas,-139780,391981,301427,553628
2024-09-19,2024-08,38,3,25_20240919_7203,-3900.0,etterem,25,kozeposztaly,vagy,Architecto nihil quibusdam dolorum.,import,False,False,luxus,bolt,helyi etterem,HUF,szorakozas,,141060,119115,119225,379400
2024-09-19,2024-08,38,3,46_20240919_3306,40.0,befektetes_hozam,46,arerzekeny,befektetes_hozam,befektetes hozam,hozam generator,True,False,bevetel,utalas,Banki utalas,HUF,"hozam, befektetes",befektetes,1224164,47012,203778,1474954
2024-09-19,2024-08,38,3,6_20240919_7864,0.0,megtakaritas,6,alacsony_jov,megtakaritas,800Ft -> megtakaritas,demo,True,False,megtakaritas,web,K&H,HUF,jovo,lakas,562650,57646,109165,729461
2024-09-19,2024-08,38,3,39_20240919_1620,-6100.0,etterem,39,magas_jov,vagy,Officia.,import,False,False,luxus,web,helyi etterem,HUF,extra,,-348160,325214,899896,876950
2024-09-19,2024-08,38,3,26_20240919_3658,-3600.0,etterem,26,kozeposztaly,vagy,Qui facere.,import,False,False,luxus,bolt,KFC,HUF,extra,,61260,10337,400029,471626
2024-09-19,2024-08,38,3,24_20240919_8154,-14100.0,ruha,24,kozeposztaly,vagy,Perferendis rem qui.,manualis,False,False,luxus,bolt,Decathlon,HUF,extra,,207930,125233,328988,662151
2024-09-19,2024-08,38,3,39_20240919_4691,-3900.0,etterem,39,magas_jov,vagy,Maxime ipsum.,demo,False,False,luxus,bolt,KFC,HUF,szorakozas,,-338060,325214,899896,887050
2024-09-19,2024-08,38,3,39_20240919_2760,-7100.0,apro vasarlas,39,magas_jov,impulzus,Et.,import,False,False,luxus,web,piac,HUF,extra,,-839160,423414,899896,484150
2024-09-19,2024-08,38,3,6_20240919_3103,-600.0,snack,6,alacsony_jov,impulzus,Aut.,import,False,False,luxus,web,bolt,HUF,szukseges,,538350,57646,109165,705161
2024-09-19,2024-08,38,3,18_20240919_3735,-4600.0,snack,18,kozeposztaly,impulzus,Vero nisi at.,import,False,False,luxus,web,Lidl,HUF,napi rutin,,-6930,131173,156882,281125
2024-09-19,2024-08,38,3,31_20240919_2497,-5300.0,ruha,31,kozeposztaly,vagy,Nostrum blanditiis.,demo,False,False,luxus,web,Decathlon,HUF,extra,,113810,109438,291888,515136
2024-09-19,2024-08,38,3,44_20240919_8792,-5300.0,etterem,44,magas_jov,vagy,Voluptates minima similique.,import,False,False,luxus,bolt,McDonald's,HUF,szorakozas,,-104200,288241,590456,774497
2024-09-19,2024-08,38,3,39_20240919_7731,-7400.0,snack,39,magas_jov,impulzus,Optio illo.,import,False,False,luxus,web,Lidl,HUF,napi rutin,,-747560,423414,899896,575750
2024-09-19,2024-08,38,3,26_20240919_7053,-4600.0,etterem,26,kozeposztaly,vagy,Aliquid quod autem.,manualis,False,False,luxus,bolt,KFC,HUF,szorakozas,,72760,10337,400029,483126
2024-09-19,2024-08,38,3,19_20240919_5703,-3100.0,etterem,19,kozeposztaly,vagy,Magni natus rem.,manualis,False,False,luxus,bolt,KFC,HUF,extra,,222810,58066,376661,657537
2024-09-20,2024-08,38,4,31_20240920_9040,-2800.0,etterem,31,kozeposztaly,vagy,Atque ullam.,import,False,False,luxus,bolt,McDonald's,HUF,extra,,124410,109438,291888,525736
2024-09-20,2024-08,38,4,24_20240920_3570,-4500.0,mozi,24,kozeposztaly,vagy,Omnis cupiditate labore.,demo,False,False,luxus,web,Art Mozi,HUF,szorakozas,,222030,125233,328988,676251
2024-09-20,2024-08,38,4,24_20240920_7097,-2300.0,mozi,24,kozeposztaly,vagy,Iusto consectetur dolorem.,manualis,False,False,luxus,bolt,Cinema City,HUF,szorakozas,,226530,125233,328988,680751
2024-09-20,2024-08,38,4,31_20240920_1705,-6600.0,kutyu,31,kozeposztaly,vagy,Optio.,import,False,False,luxus,web,Media Markt,HUF,szorakozas,,83410,109438,291888,484736
2024-09-20,2024-08,38,4,19_20240920_9749,-3000.0,apro vasarlas,19,kozeposztaly,impulzus,Nesciunt accusantium.,demo,False,False,luxus,bolt,piac,HUF,extra,,4210,58066,414761,477037
2024-09-20,2024-08,38,4,5_20240920_7605,-1300.0,mozi,5,alacsony_jov,vagy,Laborum ratione.,manualis,False,False,luxus,web,Cinema City,HUF,szorakozas,,289210,14089,87083,390382
2024-09-20,2024-08,38,4,19_20240920_8500,-3900.0,snack,19,kozeposztaly,impulzus,Alias.,manualis,False,False,luxus,bolt,Spar,HUF,napi rutin,,35210,58066,414761,508037
2024-09-20,2024-08,38,4,27_20240920_1917,-3900.0,apro vasarlas,27,kozeposztaly,impulzus,Placeat harum quae.,demo,False,False,luxus,bolt,piac,HUF,extra,,-64190,124403,214590,274803
2024-09-20,2024-08,38,4,31_20240920_5198,-3700.0,snack,31,kozeposztaly,impulzus,Earum dicta eveniet.,manualis,False,False,luxus,web,bolt,HUF,szukseges,,-9690,109438,309788,409536
2024-09-20,2024-08,38,4,25_20240920_4564,-2500.0,snack,25,kozeposztaly,impulzus,Illum quo.,demo,False,False,luxus,bolt,Spar,HUF,szukseges,,17460,119115,150825,287400
2024-09-20,2024-08,38,4,15_20240920_1626,-5300.0,kave,15,kozeposztaly,impulzus,Atque iure sequi.,import,False,False,luxus,bolt,helyi kavezo,HUF,szorakozas,,-41880,214974,254960,428054
2024-09-20,2024-08,38,4,8_20240920_9488,-2400.0,kave,8,alacsony_jov,impulzus,Consequuntur dolorem qui.,manualis,False,False,luxus,bolt,helyi kavezo,HUF,napi rutin,,158810,29391,229809,418010
2024-09-20,2024-08,38,4,4_20240920_4902,-600.0,apro vasarlas,4,alacsony_jov,impulzus,Enim repellendus dignissimos.,manualis,False,False,luxus,bolt,helyi bolt,HUF,extra,,255180,68298,96196,419674
2024-09-20,2024-08,38,4,34_20240920_9720,-5500.0,kave,34,kozeposztaly,impulzus,Laborum provident.,demo,False,False,luxus,web,helyi kavezo,HUF,napi rutin,,265160,128633,128288,522081
2024-09-20,2024-08,38,4,17_20240920_7433,-2600.0,etterem,17,kozeposztaly,vagy,Excepturi quam placeat.,manualis,False,False,luxus,bolt,KFC,HUF,extra,,107350,95496,326925,529771
2024-09-20,2024-08,38,4,35_20240920_2056,-2900.0,etterem,35,kozeposztaly,vagy,Dolorem nisi nemo.,manualis,False,False,luxus,web,helyi etterem,HUF,szorakozas,,85440,132057,171331,388828
2024-09-20,2024-08,38,4,28_20240920_6276,-5900.0,kutyu,28,kozeposztaly,vagy,Quaerat accusantium.,manualis,False,False,luxus,bolt,eMAG,HUF,szorakozas,,15720,137123,299365,452208
2024-09-20,2024-08,38,4,35_20240920_7258,-5700.0,utazas,35,kozeposztaly,vagy,Quo ullam illo maxime.,demo,False,False,luxus,bolt,WizzAir,HUF,nyaralas,nyaralas,23140,132057,171331,326528
2024-09-20,2024-08,38,4,31_20240920_4889,0.0,megtakaritas,31,kozeposztaly,megtakaritas,17900Ft -> megtakaritas,import,True,False,megtakaritas,bolt,Bank,HUF,havi fix,lakas,65510,109438,309788,484736
2024-09-20,2024-08,38,4,35_20240920_9901,-5600.0,apro vasarlas,35,kozeposztaly,impulzus,Placeat harum nostrum.,manualis,False,False,luxus,web,piac,HUF,extra,,-48160,142257,171331,265428
2024-09-20,2024-08,38,4,12_20240920_7374,-2300.0,mozi,12,kozeposztaly,vagy,Voluptatem.,demo,False,False,luxus,bolt,Art Mozi,HUF,luxus,,136220,148547,208325,493092
2024-09-20,2024-08,38,4,46_20240920_9907,-2600.0,kave,46,arerzekeny,impulzus,Qui temporibus.,demo,False,False,luxus,web,Costa,HUF,szorakozas,,1087500,47012,215158,1349670
2024-09-20,2024-08,38,4,39_20240920_5042,-28100.0,ruha,39,magas_jov,vagy,Eius ratione.,manualis,False,False,luxus,bolt,H&M,HUF,szorakozas,,-479560,325214,899896,745550
2024-09-20,2024-08,38,4,28_20240920_1181,-4200.0,online rendeles,28,kozeposztaly,impulzus,Dolor cumque.,demo,False,False,luxus,bolt,Aliexpress,HUF,luxus,,-88580,171623,299365,382408
2024-09-20,2024-08,38,4,25_20240920_7311,-2800.0,snack,25,kozeposztaly,impulzus,Praesentium maiores.,manualis,False,False,luxus,bolt,Spar,HUF,napi rutin,,29160,119115,150825,299100
2024-09-20,2024-08,38,4,2_20240920_9470,-600.0,snack,2,alacsony_jov,impulzus,Temporibus.,import,False,False,luxus,web,Lidl,HUF,szukseges,,237940,17592,34891,290423
2024-09-20,2024-08,38,4,39_20240920_1334,-7200.0,snack,39,magas_jov,impulzus,Corrupti sapiente nobis.,demo,False,False,luxus,web,bolt,HUF,szukseges,,-729060,423414,899896,594250
2024-09-20,2024-08,38,4,37_20240920_8090,-6300.0,etterem,37,magas_jov,vagy,Consequuntur non.,import,False,False,luxus,web,McDonald's,HUF,szorakozas,,185870,203507,299604,688981
2024-09-20,2024-08,38,4,15_20240920_3622,-3100.0,snack,15,kozeposztaly,impulzus,Occaecati doloribus.,manualis,False,False,luxus,web,bolt,HUF,szukseges,,-63080,214974,254960,406854
2024-09-20,2024-08,38,4,39_20240920_4757,-7400.0,snack,39,magas_jov,impulzus,Sint voluptatibus.,import,False,False,luxus,bolt,Lidl,HUF,szukseges,,-740160,423414,899896,583150
2024-09-20,2024-08,38,4,3_20240920_7722,-2700.0,kave,3,alacsony_jov,impulzus,Ab sunt.,manualis,False,False,luxus,bolt,helyi kavezo,HUF,napi rutin,,255330,53669,151677,460676
2024-09-20,2024-08,38,4,3_20240920_6296,-1200.0,apro vasarlas,3,alacsony_jov,impulzus,Repellendus ex.,import,False,False,luxus,bolt,helyi bolt,HUF,extra,,238730,53669,151677,444076
2024-09-20,2024-08,38,4,26_20240920_7303,-5700.0,kave,26,kozeposztaly,impulzus,Deserunt quidem laborum ducimus.,demo,False,False,luxus,bolt,helyi kavezo,HUF,szorakozas,,-38940,43337,400029,404426
2024-09-20,2024-08,38,4,4_20240920_1854,-1100.0,kave,4,alacsony_jov,impulzus,Delectus fugit laudantium.,import,False,False,luxus,web,Costa,HUF,szorakozas,,272580,68298,96196,437074
2024-09-20,2024-08,38,4,11_20240920_4520,-6900.0,kave,11,kozeposztaly,impulzus,Quae eius quod voluptates.,import,False,False,luxus,bolt,helyi kavezo,HUF,szorakozas,,-46280,258193,120202,332115
2024-09-20,2024-08,38,4,37_20240920_2006,-5900.0,kutyu,37,magas_jov,vagy,Voluptates mollitia modi.,demo,False,False,luxus,bolt,Media Markt,HUF,szorakozas,,-111830,203507,299604,391281
2024-09-20,2024-08,38,4,31_20240920_3761,-2800.0,etterem,31,kozeposztaly,vagy,Illo quisquam tempore.,import,False,False,luxus,web,helyi etterem,HUF,extra,,127210,109438,291888,528536
2024-09-20,2024-08,38,4,26_20240920_4007,-3500.0,snack,26,kozeposztaly,impulzus,Assumenda error accusamus.,manualis,False,False,luxus,web,bolt,HUF,szukseges,,-79140,43337,400029,364226
2024-09-20,2024-08,38,4,33_20240920_7679,-3200.0,snack,33,kozeposztaly,impulzus,Quos.,demo,False,False,luxus,bolt,bolt,HUF,szukseges,,80080,157351,154523,391954
2024-09-20,2024-08,38,4,23_20240920_8381,-3000.0,snack,23,kozeposztaly,impulzus,Natus unde sint.,demo,False,False,luxus,bolt,bolt,HUF,napi rutin,,39020,112012,303082,454114
2024-09-20,2024-08,38,4,9_20240920_5825,-700.0,online rendeles,9,alacsony_jov,impulzus,Vero similique eos.,demo,False,False,luxus,web,Amazon,HUF,luxus,,364070,47516,61336,472922
2024-09-20,2024-08,38,4,44_20240920_2189,-13700.0,kave,44,magas_jov,impulzus,Deserunt assumenda quam.,import,False,False,luxus,web,helyi kavezo,HUF,szorakozas,,-363800,288241,642356,566797
2024-09-20,2024-08,38,4,9_20240920_7978,-1800.0,online rendeles,9,alacsony_jov,impulzus,Delectus voluptatem eveniet.,import,False,False,luxus,bolt,Aliexpress,HUF,extra,,364770,47516,61336,473622
2024-09-20,2024-08,38,4,15_20240920_8614,-2400.0,mozi,15,kozeposztaly,vagy,Animi.,demo,False,False,luxus,web,Cinema City,HUF,szorakozas,,76320,179674,254960,510954
2024-09-20,2024-08,38,4,40_20240920_9610,-1500.0,apro vasarlas,40,magas_jov,impulzus,Odio perferendis voluptatum.,import,False,False,luxus,bolt,helyi bolt,HUF,extra,,-603150,516576,574211,487637
2024-09-20,2024-08,38,4,1_20240920_4648,0.0,megtakaritas,1,alacsony_jov,megtakaritas,5300Ft -> befektetes,demo,True,False,megtakaritas,web,OTP,HUF,havi fix,lakas,457880,50904,209461,718245
2024-09-20,2024-08,38,4,13_20240920_3015,-5200.0,apro vasarlas,13,kozeposztaly,impulzus,Recusandae voluptate architecto.,manualis,False,False,luxus,web,helyi bolt,HUF,extra,,5770,100345,238443,344558
2024-09-20,2024-08,38,4,27_20240920_9046,-4400.0,snack,27,kozeposztaly,impulzus,Fuga beatae.,manualis,False,False,luxus,bolt,Lidl,HUF,szukseges,,-18190,124403,214590,320803
2024-09-20,2024-08,38,4,18_20240920_8745,-4000.0,etterem,18,kozeposztaly,vagy,Nisi.,import,False,False,luxus,web,helyi etterem,HUF,extra,,108170,110273,156882,375325
2024-09-20,2024-08,38,4,27_20240920_7806,-4500.0,kave,27,kozeposztaly,impulzus,Necessitatibus quidem.,demo,False,False,luxus,web,Costa,HUF,napi rutin,,-3390,124403,214590,335603
2024-09-20,2024-08,38,4,9_20240920_3654,-1800.0,kave,9,alacsony_jov,impulzus,Odit repellendus numquam.,import,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,388470,47516,61336,497322
