url,title,price,area_m2,floor,rooms,location,Típus,scrape_date,listing_type,Szintek száma,Állapot,Fűtés,Erkély,Energetikai besorolás,Építés éve,Átlagos rezsiköltség,Napelem,Terasz
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet-naphegy/8563830?page=23&pos=12,Budapest I. kerület kiadó téglalakás 2 szobás: 390 ezer Ft,390.0,41.0,3. emelet,2.0,"Budapest I. kerület, Naphegy",Téglalakás,2025-09-05,rental,,Újszerű,Házközponti fűtés egyedi méréssel,,Nem adta meg a hirdető,2018.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8674444?page=23&pos=11,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-rozsadomb/8626941?page=23&pos=14,Budapest II. kerület kiadó téglalakás 2 szobás: 394 ezer Ft,394.0,52.0,2. emelet,2.0,"Budapest II. kerület, Rózsadomb",Téglalakás,2025-09-05,rental,,Átlagos,Házközponti fűtés egyedi méréssel,9 m²,Nem adta meg a hirdető,2005.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet/8682781?page=23&pos=13,Budapest XIV. kerület kiadó téglalakás 2 szobás: 240 ezer Ft,240.0,47.0,,2.0,"Budapest XIV. kerület, Fűrész utca",Téglalakás,2025-09-05,rental,,Újszerű,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8690790?page=23&pos=16,Budapest VII. kerület kiadó téglalakás 3 szobás: 515 ezer Ft,515.0,71.0,1. emelet,3.0,Budapest VII. kerület,Téglalakás,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-krisztinavaros-xii-ker/8343709?page=23&pos=15,Budapest XII. kerület kiadó téglalakás 4 szobás: 433 ezer Ft,433.0,142.0,földszint,4.0,"Budapest XII. kerület, Krisztinaváros XII. ker.",Téglalakás,2025-09-05,rental,5.0,Átlagos,Gázkazán,,Nem adta meg a hirdető,1920.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-torokvesz/8623682?page=23&pos=17,"Budapest II. kerület kiadó téglalakás 5 szobás: 1,49 millió Ft",1.49,168.0,földszint,5.0,"Budapest II. kerület, Törökvész, Buda II. Törökvész",Téglalakás,2025-09-05,rental,1.0,,Gázkazán,,Nem adta meg a hirdető,2017.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/7886779?page=23&pos=18,"Budapest VI. kerület kiadó téglalakás 5 szobás: 1,47 millió Ft",1.47,206.0,1. emelet,5.0,"Budapest VI. kerület, Aradi utca",Téglalakás,2025-09-05,rental,3.0,Felújított,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-pasaret/8476953?page=23&pos=20,Budapest II. kerület kiadó téglalakás 4 szobás: 586 ezer Ft,586.0,86.0,,4.0,"Budapest II. kerület, Pasarét",Téglalakás,2025-09-05,rental,2.0,Felújított,Gázkazán,,Nem adta meg a hirdető,1936.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8058903?page=24&pos=1,"Budapest VI. kerület kiadó téglalakás 4 szobás: 1,16 millió Ft",1.16,170.0,2. emelet,4.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,,Újszerű,Gázkazán,,Nem adta meg a hirdető,1940.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8664207?page=23&pos=10,,,,,,"Budapest III. kerület, Csúcshegy, Buda, III. ker. Erdőalja út külső",Téglalakás,2025-09-05,rental,1.0,,Gázkazán,,,2001.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8522120?page=24&pos=3,Budapest VIII. kerület kiadó téglalakás 3 szobás,376.0,55.0,3. emelet,3.0,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-nagykoruton-beluli-terulet/8691817?page=24&pos=4,Budapest VI. kerület kiadó téglalakás 3 szobás: 475 ezer Ft,475.0,65.0,3. emelet,3.0,"Budapest VI. kerület, Nagykörúton belüli terület",Téglalakás,2025-09-05,rental,4.0,Felújított,Gázkazán,8 m²,D,1917.0,42 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8552762?page=24&pos=5,Budapest XI. kerület kiadó téglalakás 3 szobás,376.0,50.0,2. emelet,3.0,Budapest XI. kerület,Téglalakás,2025-09-05,rental,,Új építésű,Házközponti fűtés egyedi méréssel,,Nem adta meg a hirdető,2024.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-csucshegy/8219012?page=23&pos=19,Budapest III. kerület kiadó téglalakás 4 szobás: 786 ezer Ft,786.0,156.0,,4.0,"Budapest III. kerület, Csúcshegy, Buda, III. ker. Erdőalja út külső",Téglalakás,2025-09-05,rental,1.0,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8513350?page=24&pos=7,Budapest I. kerület kiadó téglalakás 4 szobás: 515 ezer Ft,515.0,82.0,földszint,4.0,Budapest I. kerület,Téglalakás,2025-09-05,rental,,,Gázkazán,,Nem adta meg a hirdető,1970.0,,,18 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8670986?page=24&pos=6,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-diplomatanegyed/8534463?page=24&pos=9,"Budapest VI. kerület kiadó téglalakás 3 szobás: 1,14 millió Ft",1.14,86.0,2. emelet,3.0,"Budapest VI. kerület, Diplomatanegyed",Téglalakás,2025-09-05,rental,,Újszerű,Gázkazán,4 m²,A+,1886.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8679863?page=24&pos=8,Budapest XI. kerület kiadó téglalakás 1 szobás: 205 ezer Ft,205.0,33.0,4. emelet,1.0,"Budapest XI. kerület, Október huszonharmadika utca",Téglalakás,2025-09-05,rental,8.0,Újszerű,Távfűtés,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8474913?page=24&pos=10,Budapest VI. kerület kiadó téglalakás 3 szobás: 650 ezer Ft,650.0,77.0,,3.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,,Felújított,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-vizafogo/8691483?page=24&pos=12,Budapest XIII. kerület kiadó téglalakás 2 szobás: 350 ezer Ft,350.0,54.0,5. emelet,2.0,"Budapest XIII. kerület, Vizafogó, Viza utca",Téglalakás,2025-09-05,rental,,,Házközponti fűtés egyedi méréssel,,Nem adta meg a hirdető,2003.0,,,12 m²
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-i-kerulet/8674060?page=24&pos=11,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-nemetvolgy/8630103?page=24&pos=13,Budapest XII. kerület kiadó téglalakás 4 szobás: 710 ezer Ft,710.0,101.0,3. emelet,4.0,"Budapest XII. kerület, Németvölgy",Téglalakás,2025-09-05,rental,,Felújított,Házközponti fűtés egyedi méréssel,4 m²,Nem adta meg a hirdető,2005.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xxi-kerulet-csillagtelep/8691758?page=24&pos=16,Budapest XXI. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,33.0,földszint,1.0,"Budapest XXI. kerület, Csillagtelep, Vénusz 27",Téglalakás,2025-09-05,rental,4.0,Felújított,Gáz (konvektor),,A++,,20 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8574482?page=24&pos=14,"Budapest I. kerület kiadó téglalakás 4 szobás: 1,8 millió Ft",1.8,160.0,1. emelet,4.0,Budapest I. kerület,Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-kissvabhegy/8509968?page=24&pos=18,Budapest XII. kerület kiadó téglalakás 4 szobás: 867 ezer Ft,867.0,117.0,2. emelet,4.0,"Budapest XII. kerület, Kissvábhegy",Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,2000.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet-naphegy/8341517?page=24&pos=17,Budapest I. kerület kiadó téglalakás 3 szobás: 592 ezer Ft,592.0,72.0,3. emelet,3.0,"Budapest I. kerület, Naphegy",Téglalakás,2025-09-05,rental,,Újszerű,Házközponti fűtés egyedi méréssel,4 m²,Nem adta meg a hirdető,2018.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8056927?page=24&pos=19,Budapest VI. kerület kiadó téglalakás 2 szobás: 591 ezer Ft,591.0,63.0,3. emelet,2.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,,Újszerű,Gázkazán,4 m²,Nem adta meg a hirdető,1950.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8171528?page=24&pos=15,Budapest XIII. kerület kiadó téglalakás 3 szobás: 594 ezer Ft,594.0,60.0,9. emelet,3.0,Budapest XIII. kerület,Téglalakás,2025-09-05,rental,9.0,Újszerű,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8670985?page=25&pos=1,Budapest I. kerület kiadó téglalakás: 250 ezer Ft,250.0,47.0,,2.0,"Budapest I. kerület, Gellérthegy utca",Téglalakás,2025-09-05,rental,5.0,Újszerű,Egyéb,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8662891?page=25&pos=2,Budapest XIII. kerület kiadó téglalakás 2 szobás: 310 ezer Ft,310.0,55.0,1. emelet,2.0,Budapest XIII. kerület,Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,1970.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8598992?page=25&pos=4,Budapest XII. kerület kiadó téglalakás 2 szobás: 280 ezer Ft,280.0,60.0,1. emelet,2.0,Budapest XII. kerület,Téglalakás,2025-09-05,rental,,Felújított,Gáz (konvektor),,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-egyeb-lakas-budapest-iii-kerulet/8679392?page=25&pos=7,Budapest III. kerület kiadó egyéb lakás 2+1 fél szobás: 298 ezer Ft,298.0,68.0,2. emelet,2.0,Budapest III. kerület,Egyéb lakás,2025-09-05,rental,,,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-nagykoruton-beluli-terulet/8014667?page=25&pos=9,Budapest VI. kerület kiadó téglalakás 3 szobás: 924 ezer Ft,924.0,88.0,10 felett,3.0,"Budapest VI. kerület, Nagykörúton belüli terület, Pest VI. Belváros",Téglalakás,2025-09-05,rental,1.0,,Egyéb,,Nem adta meg a hirdető,1912.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8681214?page=25&pos=3,Budapest XIII. kerület kiadó téglalakás 3 szobás: 335 ezer Ft,335.0,83.0,földszint,3.0,"Budapest XIII. kerület, Mohács utca",Téglalakás,2025-09-05,rental,8.0,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8690799?page=25&pos=11,Budapest XIII. kerület kiadó téglalakás 2 szobás: 350 ezer Ft,350.0,48.0,2. emelet,2.0,Budapest XIII. kerület,Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,2010.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8056774?page=25&pos=10,"Budapest VI. kerület kiadó téglalakás 4 szobás: 1,97 millió Ft",1.97,386.0,5. emelet,4.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,,Újszerű,Gázkazán,50 m²,,2008.0,,,70 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-kutvolgy/8561940?page=25&pos=12,Budapest XII. kerület kiadó téglalakás 4 szobás: 512 ezer Ft,512.0,92.0,1. emelet,4.0,"Budapest XII. kerület, Kútvölgy",Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,2000.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8647607?page=25&pos=13,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 350 ezer Ft,350.0,52.0,6. emelet,1.0,"Budapest VII. kerület, Madách Imre út",Téglalakás,2025-09-05,rental,7.0,Felújított,Házközponti,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8180559?page=25&pos=14,"Budapest VI. kerület kiadó téglalakás 4 szobás: 1,38 millió Ft",1.38,117.0,1. emelet,4.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,3.0,Felújított,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-kobanya/8690196?page=25&pos=15,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-egyeb-lakas-budapest-viii-kerulet/8678359?page=25&pos=16,Budapest VIII. kerület kiadó egyéb lakás 2 szobás: 260 ezer Ft,260.0,55.0,,2.0,"Budapest VIII. kerület, Tömő utca",Egyéb lakás,2025-09-05,rental,,,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xvii-kerulet-rakoskeresztur/8673594?page=25&pos=19,Budapest XVII. kerület kiadó panellakás 1 szobás: 220 ezer Ft,220.0,37.0,4. emelet,1.0,"Budapest XVII. kerület, Rákoskeresztúr",Panellakás,2025-09-05,rental,1.0,,Távfűtés,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet/8681350?page=25&pos=17,Budapest II. kerület kiadó téglalakás 3 szobás: 420 ezer Ft,420.0,67.0,félemelet,3.0,Budapest II. kerület,Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,1970.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet/8692126?page=25&pos=18,Budapest IX. kerület kiadó téglalakás 1 szobás: 230 ezer Ft,230.0,39.0,földszint,1.0,"Budapest IX. kerület, Toronyház utca",Téglalakás,2025-09-05,rental,4.0,Felújított,Gáz (konvektor),,E,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8589452?page=25&pos=20,Budapest V. kerület kiadó téglalakás 2 szobás,297.0,60.0,3. emelet,2.0,Budapest V. kerület,Téglalakás,2025-09-05,rental,,Jó állapotú,Gázkazán,,Nem adta meg a hirdető,1934.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-pasaret/7958432?page=26&pos=18,"Budapest II. kerület kiadó téglalakás 4 szobás: 1,77 millió Ft",,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-nagyzuglo/8691867?page=26&pos=17,Budapest XIV. kerület kiadó téglalakás 1 szobás: 145 ezer Ft,145.0,30.0,2. emelet,1.0,"Budapest XIV. kerület, Nagyzugló, Bánki Donát u.",Téglalakás,2025-09-05,rental,4.0,Jó állapotú,Gáz (konvektor),,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8682596?page=26&pos=13,Budapest V. kerület kiadó téglalakás 1+1 fél szobás: 315 ezer Ft,315.0,42.0,1. emelet,1.0,"Budapest V. kerület, Belváros",Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,1904.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/8573004?page=27&pos=2,Budapest V. kerület kiadó téglalakás 1+1 fél szobás: 315 ezer Ft,315.0,42.0,1. emelet,1.0,"Budapest V. kerület, Belváros",Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,1904.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet/8617460?page=26&pos=12,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8608338?page=27&pos=1,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8692135?page=27&pos=5,Budapest VI. kerület kiadó téglalakás 3+1 fél szobás: 2 ezer Ft,2.0,150.0,3. emelet,3.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,3.0,Felújított,,30 m²,Nem adta meg a hirdető,2020.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8688678?page=27&pos=3,Budapest V. kerület kiadó téglalakás 4 szobás: 514 ezer Ft,514.0,85.0,2. emelet,4.0,"Budapest V. kerület, Molnár utca",Téglalakás,2025-09-05,rental,4.0,Újszerű,Gázkazán,4 m²,Nem adta meg a hirdető,1900.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8691608?page=27&pos=4,Budapest XIII. kerület kiadó téglalakás 1+1 fél szobás: 250 ezer Ft,250.0,40.0,félemelet,1.0,Budapest XIII. kerület,Téglalakás,2025-09-05,rental,5.0,Felújított,Távfűtés egyedi méréssel,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-bank-negyed/7690758?page=26&pos=20,"Budapest V. kerület kiadó téglalakás 6 szobás: 1,57 millió Ft",1.57,220.0,,6.0,"Budapest V. kerület, Bank negyed, V. ker. Hild tér",Téglalakás,2025-09-05,rental,1.0,Felújított,Gázkazán,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-orbanhegy/7681396?page=27&pos=6,Budapest XII. kerület kiadó téglalakás 4 szobás: 946 ezer Ft,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8658842?page=27&pos=8,Budapest XIII. kerület kiadó téglalakás 3 szobás: 370 ezer Ft,370.0,73.0,4. emelet,3.0,"Budapest XIII. kerület, Kartács utca",Téglalakás,2025-09-05,rental,7.0,Új építésű,Házközponti fűtés egyedi méréssel,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xv-kerulet-rakospalota/8691891?page=27&pos=10,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/7886774?page=27&pos=9,"Budapest VI. kerület kiadó téglalakás 4 szobás: 1,17 millió Ft",1.17,170.0,2. emelet,4.0,"Budapest VI. kerület, Csengery utca",Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-palvolgy/8488279?page=27&pos=12,Budapest II. kerület kiadó téglalakás 3 szobás: 904 ezer Ft,904.0,86.0,10 felett,3.0,"Budapest II. kerület, Pálvölgy, Buda II. Guggerhegy",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet-kozepso-ferencvaros/8691916?page=27&pos=14,Budapest IX. kerület kiadó téglalakás 2 szobás: 240 ezer Ft,240.0,57.0,7. emelet,2.0,"Budapest IX. kerület, Középső Ferencváros",Téglalakás,2025-09-05,rental,9.0,Újszerű,Fan coil,,Nem adta meg a hirdető,2008.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/7886775?page=27&pos=17,"Budapest VI. kerület kiadó téglalakás 4 szobás: 2,18 millió Ft",2.18,132.0,1. emelet,4.0,"Budapest VI. kerület, Szív utca",Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-istvanmezo/8691389?page=27&pos=15,Budapest XIV. kerület kiadó téglalakás 2 szobás: 245 ezer Ft,245.0,51.0,földszint,2.0,"Budapest XIV. kerület, Istvánmező, Jurisich Miklós utca",Téglalakás,2025-09-05,rental,3.0,Felújított,Gázkazán,,B,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-krisztinavaros-xii-ker/8638045?page=27&pos=11,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8605057?page=27&pos=18,Budapest XI. kerület kiadó téglalakás 4 szobás: 850 ezer Ft,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8654480?page=27&pos=19,Budapest VI. kerület kiadó téglalakás 3 szobás: 350 ezer Ft,350.0,65.0,5. emelet,3.0,"Budapest VI. kerület, Benczúr utca",Téglalakás,2025-09-05,rental,6.0,Felújított,Házközponti,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet/7913900?page=28&pos=1,Budapest II. kerület kiadó téglalakás 3 szobás: 792 ezer Ft,792.0,110.0,földszint,3.0,"Budapest II. kerület, Gyopár utca",Téglalakás,2025-09-05,rental,3.0,Újszerű,Egyéb,,A,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8302806?page=27&pos=7,Budapest XII. kerület kiadó téglalakás 2+1 fél szobás: 390 ezer Ft,390.0,65.0,,,"Budapest XIV. kerület, Stefánia út",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xvi-kerulet-cinkota/8692124?page=28&pos=2,Budapest XVI. kerület kiadó téglalakás 2+1 fél szobás: 280 ezer Ft,280.0,83.0,földszint,2.0,"Budapest XVI. kerület, Cinkota, Ostorhegy utca",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8690295?page=28&pos=5,Budapest VII. kerület kiadó téglalakás 3 szobás: 515 ezer Ft,515.0,71.0,1. emelet,3.0,Budapest VII. kerület,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8644111?page=28&pos=3,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet/8692128?page=28&pos=4,Budapest IX. kerület kiadó téglalakás 1+2 fél szobás: 295 ezer Ft,295.0,56.0,2. emelet,1.0,"Budapest IX. kerület, Telepy utca",Téglalakás,2025-09-05,rental,4.0,Felújított,Távfűtés egyedi méréssel,,D,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8320480?page=28&pos=6,Budapest VIII. kerület kiadó téglalakás 2 szobás: 490 ezer Ft,490.0,94.0,1. emelet,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8684070?page=28&pos=7,Budapest XII. kerület kiadó téglalakás 2 szobás: 350 ezer Ft,350.0,71.0,1. emelet,2.0,"Budapest XII. kerület, Kapitány utca",Téglalakás,2025-09-05,rental,5.0,Felújított,Egyéb,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet/8681224?page=27&pos=20,"Budapest II. kerület kiadó téglalakás 3 szobás: 1,27 millió Ft",1.27,125.0,,3.0,"Budapest II. kerület, Tömörkény utca",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-torokvesz/8561942?page=28&pos=8,Budapest II. kerület kiadó téglalakás 3 szobás: 394 ezer Ft,394.0,90.0,2. emelet,3.0,"Budapest II. kerület, Törökvész",Téglalakás,2025-09-05,rental,3.0,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-egyeb-lakas-budapest-x-kerulet/8646922?page=28&pos=12,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8680763?page=28&pos=10,Budapest XII. kerület kiadó téglalakás 3 szobás: 360 ezer Ft,360.0,63.0,1. emelet,3.0,"Budapest XII. kerület, Eötvös út",Téglalakás,2025-09-05,rental,3.0,Újszerű,Gázkazán,"5,5 m²",Nem adta meg a hirdető,1978.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8692123?page=28&pos=13,,,,,,,,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8311273?page=28&pos=11,Budapest V. kerület kiadó téglalakás 2 szobás: 473 ezer Ft,473.0,52.0,,2.0,Budapest V. kerület,Téglalakás,2025-09-05,rental,,Újszerű,Gázkazán,,Nem adta meg a hirdető,1910.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8274838?page=28&pos=9,Budapest I. kerület kiadó téglalakás 1 szobás: 552 ezer Ft,552.0,51.0,1. emelet,1.0,Budapest I. kerület,Téglalakás,2025-09-05,rental,2.0,Felújított,Gázkazán,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8578914?page=28&pos=16,Budapest VI. kerület kiadó téglalakás 3 szobás: 390 ezer Ft,390.0,65.0,3. emelet,3.0,"Budapest VI. kerület, Ó utca",Téglalakás,2025-09-05,rental,1.0,Új építésű,Gázkazán,,A++,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-nadorkert/8682479?page=28&pos=15,Budapest XI. kerület kiadó téglalakás 2 szobás: 340 ezer Ft,340.0,50.0,1. emelet,2.0,"Budapest XI. kerület, Nádorkert",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/7327575?page=28&pos=17,Budapest V. kerület kiadó téglalakás 2 szobás: 573 ezer Ft,573.0,87.0,3. emelet,2.0,"Budapest V. kerület, Belváros, Deák téren kiadó ART DECO stílusú lakás",Téglalakás,2025-09-05,rental,,Felújított,,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/7812763?page=28&pos=18,"Budapest V. kerület kiadó téglalakás 3 szobás: 1,17 millió Ft",1.17,177.0,3. emelet,3.0,"Budapest V. kerület, Bazilikára panorámás lakás",Téglalakás,2025-09-05,rental,,Újszerű,Házközponti,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8594607?page=28&pos=14,Budapest VI. kerület kiadó téglalakás 4 szobás: 752 ezer Ft,752.0,189.0,1. emelet,4.0,Budapest VI. kerület,Téglalakás,2025-09-05,rental,,Jó állapotú,Gázkazán,,,,,,
